id,incorrect_name,length,ref_code,ref_name,ref_unit
4450469741285740899,комплект заделки стыка трубопровода ду40 с термоусаживаемой муфтой,66,,,
6831462523692767131,комплект заделки стыка трубопровода ду50 с термоусаживаемой муфтой,66,,,
3316359098816002532,комплект заделки стыков кзс (т) для предизолированныхтруб ду 133/225,68,,,
-3844298606626765574,комплект заделки стыков кзс (т) для предизолированныхтруб ду 159/250,68,,,
-646052350551391189,комплект заделки стыков кзс (т) для предизолированныхтруб ду 45/110,67,,,
-2439914530985631285,комплект заделки стыков кзс (т) для предизолированныхтруб ду 57/125,67,,,
-2424966050318401991,комплект стыка муфтового 219/315 ппу пэ-сп с термолентой,56,,,
-3281559606802418592,"манжета стенового ввода 40х3,5 ппу 125",38,,,
3125019120651853466,комплект для изоляции стыков п-л муфтовый 325x450,49,,,
1531068820380698572,конц.эл-т с кв ппу 30732-2020 гост 8732 133х5_2200_215_3 ст.20 225-ппу-пэ,73,,,
-1804743760888385935,конц.эл-т с кв ппу 30732-2020 гост 8732 159х5_2200_215_5 ст.20 250-ппу-пэ,73,,,
82630511577948136,конц.эл-т с кв ппу 30732-2020 гост 8732 45х4_1500_215_3 ст.20 125-ппу-пэ,72,,,
3429632302305923722,конц.эл-т с ткв ппу 30732-2020 гост 10704 133x5 2200_215 ст.20 225-ппу-пэ,73,,,
-3178199529361565920,конц.эл-т с ткв ппу 30732-2020 гост 10704 159x5 2200_215 ст.20 250-ппу-пэ,73,,,
8939849719722006394,конц.эл-тсткв ппу 30732-2020 гост 10704 325x7 2200 215 ст.20 450-ппу-пэ,71,,,
7708460330627045244,конц.эл-тсткв ппу30732-2020 гост 10704 273x7 2200 215 ст.20 400-ппу-пэ,70,,,
-4213329803887482784,комплект заделки стыков кзс (т) для предизолированных труб ду 159/250,69,,,
-6511098862734408250,комплект заделки стыков кзс (т) для предизолированных труб ду 219/315,69,,,
5034223632862574447,комплект заделки стыков кзс (т) для предизолированных труб ду 273/400,69,,,
2281381849894995009,комплект заделки стыков кзс (т) для предизолированных труб ду 57/125,68,,,
-1311520269815638858,"контргайка ду 32 латунь для тэнов ""аристон""",43,,,
6270405309800102608,контргайка ду 32 латунь/никель h - 11мм aguasfera,49,,,
6143744381762886534,"контргайка латунь 1 1/4"" арт.212300011 (ду32мм)",47,,,
7203158641458330734,"контргайка ду 32 оцинк. для тэнов ""аристон""",43,,,
-7378306864413003546,кабельный короб 100x60 2м (упак. 6шт.) (россия),47,,,
-154930985192950606,кабельный короб 40x25 2м (упак. 20шт.) (россия),47,,,
303641312047859409,коробка распределительная о/у 100x100x55 серая ip54,51,,,
-1322105875720519891,коробка испытательная переходная кип с ip20 кэаз 245519,55,,,
-1851647255735596912,"jbs100 коробка огн. e110,о/п 100х100х55,без галогена, 6 вых., ip55, 4p, (1,5-4 мм2), цвет оранж",95,,,
-3811928191285522252,"jbs100 коробка огн. e110,о/п 100х100х55,без галогена, 6 вых., ip55, 5p, (1,5-10 мм2), цвет оранж",96,,,
-5147544379493355845,"jbs150 коробка огн. e110,о/п 150х110х70,без галогена,10 вых., ip55, 8p, (1,5-6мм2), цвет оранж",94,,,
-421583303115691730,44458 коробка уравнивания потенциалов 13 подключений 100x100x50 мм (ezetek),75,,,
-2360857354232441560,"jbs210 коробка распределительная о/п 210х150х100, 8 вых., ip55 (20шт)",69,,,
-364287689352770654,"коробка нар. 100х100х50 ip55, 6 герм. серая",43,,,
8539430585957459480,"коробка ответвительная прямоуг. для твердых стен, 1р40,92х92х45мм",65,,,
-3100414583246807045,коробка распределительная для прямого монтажа 100х100х50 чёрная ip66 (hf),73,,,
7969602581189741537,коробка распределительная оп 100х100х50мм ip55 для уравн. потенциалов hegel куп2604-и,85,,,
-6842864359705794047,коробка распределительная прямого монтажа 100х100х50 черная,59,,,
2864211244191429197,"коробка уравнивания потенциалов (куп) оп 100x100x50мм, шина 6x9, ip55",69,,,
-9176506362237354616,"коробка уравнивания потенциалов (куп) оп 100х100х50мм, шина 6х9, ip55",69,,,
5409486850492938987,коробка уравнивания потенциалов 13 подключений 100х100х50 мм,60,,,
-197991514814800729,коробка уравнивания потенциалов квадратная 100х100х50 куп-244,61,,,
601022143168307644,"корпус оп кмпн-24 krepta 5 ip55 пластик. iek mkp72-n3-24-55 - есть расхождения по хар-кам, на замену",100,,,
-757542323099065303,коробка соединительная кс-4,27,,,
-6619868265858830466,гибкий светодиодный осветительный прибор сп-ахп25 1м-3000к  с коннекторами:,75,,,
-8592655305452575569,гибкий светодиодный осветительный прибор сп-ахп25 1м-4000к с коннекторами:,74,,,
-391228677419940381,"коробка ответвит с 10 кабельными вводами д.32мм, ip55, 240x190x90мм",67,,,
7009615213105196245,"коробка ответвит с 6 кабельными вводами д.20мм, 1р44,80х80х40мм",63,,,
-9083502744122008104,"коробка ответвит с кабельными вводами, ip44, 80x80x40мм",55,,,
-8360202113002344762,"коробка ответвит с кабельными вводами, ip44, д.65х35мм",54,,,
5932761656996068334,"коробка ответвит с кабельными вводами, ip55, 100x100x50мм",57,,,
-3311361318000235000,"коробка ответвительная с 8+2 кабельными вводами д.20/20мм, ip55, 70x70x40мм",75,,,
-4619560153217084557,коробка расп. км41256 100x100x50мм о/к ip54 8 вв. (7035) тек,60,,,
7486026687344491809,рамка rqm 100 для ввода в стену/коробку/потолок 01776 (dkc),59,,,
4804722010109861538,"коробка уравнивания потенциалов (куп) оп 80x80x45мм, шина 6x9, ip55",67,,,
-7626659263824292153,"коробка уравнивания потенциалов (куп) оп80х80х45мм, шина 6х9, ip55",66,,,
8984153810963885516,коробка распаячная о/у 100х100х50мм ip54 серая ruvinil,54,,,
-6561273148993816546,"распаячная коробка оп 100х100х55мм, ip54, 8вх, тдм",50,,,
6656480922463825921,"кабельный ввод для труб, ip55, д.40мм",37,,,
-5229388847837212618,"кран водоразборный со штуцером 1/2"" valtec",42,,,
-4827789012725078587,"кран шаровой водоразборный латунь со штуцером ду 15 ру10 нр/штуц g1/2"""" рычаг l=125мм santechsystems",100,,,
6103344567393492930,кран шар водоразб лат ду 15 ру 10 р/штуц рыч китай,50,,,
-3281136867785296582,кран шаровой латунный 11б27п1 ld pride 44.15.в-в.с.б с дренажем и воздух. ду 15 ру 40 бабочка,93,,,
-5852125495386180757,"кран д/ман лат 11618бк g1/2""-m20x1 ,5 ру16 м/м рук пензапромарматура 021011212",78,,,
-4222082613167122017,кран шаровой латунный 11б27п1-15 г/г бабочка,44,,,
4696703135832682328,кран шаровой латунный 11б27п1-15 г/г рычаг,42,,,
-545006969066588019,кран шаровой латунный 11б27п1-25 г/г рычаг,42,,,
-6559538597033854740,кран шаровой латунный 11б27п1-32 г/г рычаг,42,,,
6992574769052453740,кран шаровый стальной приварной ду250 ру25 редуктор,51,,,
6511650201931032273,кран шар ст 11с67п ду100 ру25 фл forteca 183.1.100.025,54,,,
-4686234410215554850,кран шар ст 11с67п ду125 ру25 фл forteca 183.1.125.025,54,,,
6605980866096041938,кран шар ст 11с67п ду150 ру25 фл forteca 183.1.150.025,54,,,
7611518894253976116,кран шар ст 11с67п ду200 ру16 фл forteca 183.1.200.016,54,,,
-9013913185678929952,кран шар ст 11с67п ду200 ру25 фл полн forteca 193.1.200.025,59,,,
-2457180102082018723,кран шар ст 11с67п ду25 ру40 фл полн forteca 193.1.025.040,58,,,
-4413121523487546717,кран шар ст 11с67п ду250 ру25 фл forteca 183.1.250.025,54,,,
-5165490692336159913,кран шар ст 11с67п ду40 ру40 фл forteca 183.1.040.040,53,,,
-5177244540426961767,кран шар ст 11с67п ду50 ру40 фл forteca 183.1.050.040,53,,,
-153394359486229518,кран шар ст 11с67п ду65 ру25 фл forteca 183.1.065.025,53,,,
1800145077025096401,кран шар ст 11с67п ду80 ру25 фл полн forteca 193.1.080.025,58,,,
5710264546607262275,кран шар. фланц. 80 mm (11с67п) пн16 ci (l200) 86421,52,,,
7125305378468021674,кран шаровой сталь 11с67п ду 100 ру25 фл forteca 183.1.100.025,62,,,
-9116829128449542161,кран шаровой сталь 11с67п ду 125 ру25 фл forteca 183.1.125.025,62,,,
-3496617594897047732,кран шаровой сталь 11с67п ду 15 ру40 фл forteca 183.1.015.040,61,,,
9019309802142226417,кран шаровой сталь 11с67п ду 150 ру25 фл forteca 183.1.150.025,62,,,
4749443615829760484,кран шаровой сталь 11с67п ду 200 ру25 фл forteca 183.1.200.025,62,,,
1870332449231300668,кран шаровой сталь 11с67п ду 25 ру40 фл forteca 183.1.025.040,61,,,
-7453309663638546974,кран шаровой сталь 11с67п ду 250 ру25 фл forteca 183.1.250.025,62,,,
600081946809064226,кран шаровой сталь 11с67п ду 32 ру40 фл forteca 183.1.032.040,61,,,
-2710483268873369891,кран шаровой сталь 11с67п ду 40 ру40 фл forteca 183.1.040.040,61,,,
-5912817148122706807,кран шаровой сталь 11с67п ду 50 ру40 фл forteca 183.1.050.040,61,,,
-6515672771287141128,кран шаровой сталь 11с67п ду 65 ру25 фл forteca 183.1.065.025,61,,,
5309021998391760650,кран шаровой сталь 11с67п ду 80 ру25 фл forteca 183.1.080.025,61,,,
4169461133927346893,кран шаровый ст.11с67п фланцевый ду80 ру 16,43,,,
-7465840035814694017,кран pp-r бел шар дн20 ростурпласт 27603,40,,,
-3905047015733919980,кран ппр шаровый 20 (шар) серый,31,,,
834460113447478312,кран ппр шаровый 50 (шар) серый,31,,,
-4871060881591731622,кран шар (муфта - муфта) 50 * 50 poelsan,40,,,
-7338112886650046316,кран шар. компрессионный пэ ду020,33,,,
1679792270987089175,кран шаровый temper 28220015 dn15 pn40,38,,,
1780840505195784598,кран шаровый temper 28220020 dn20 pn40,38,,,
5955686290600851622,кран шаровый temper 28220025 dn25 pn40,38,,,
6016453676310070182,кран шаровый temper 28220032 dn32 pn40,38,,,
-2699892367345417862,кран шаровый temper 28220040 dn40 pn40,38,,,
-8659917178710833329,кран шаровый temper 28220050 dn50 pn25,38,,,
-3154329449263418420,кран шаровый temper 28220065 dn65 pn25,38,,,
-2455323566063050772,кран шаровый temper 28220080 dn80 pn25,38,,,
-2056942640523724952,кран шаровый temper 28220100 dn100 pn25,39,,,
7152296007998217469,кран шаровый temper 28220125 dn125 pn25,39,,,
5018492353549451935,кран шаровый temper 28220150 dn150 pn25,39,,,
-9128068045910941280,кран шаровый temper 28220200 dn200 pn25,39,,,
4554562473310875802,кран шаровый temper 28320015 dn15 pn40,38,,,
5813072382608488335,кран шаровый temper 28320025 dn25 pn40,38,,,
-141796227736652551,кран шаровый temper 28320032 dn32 pn40,38,,,
8687803794177706576,кран шаровый temper 28320040 dn40 pn40,38,,,
8823419035669464308,кран шаровый temper 28320050 dn50 pn40,38,,,
-3522419019866211713,кран шаровый temper 28420065 dn65 pn25,38,,,
6794968060499198718,кран шаровый temper 28420150 dn150 pn25,39,,,
-8510448489729440165,"кран шаровый зз d32- 1"" пнд р/диам 1""",37,,,
2508345405014529142,"кран шаровый зз d50- 1 1/2"" пнд р/диам 1 1/2""",45,,,
-8104083728569611192,кран шаровый компрессионный 20 мм ростурпласт,45,,,
-154513922486443173,кран шаровый компрессионный 32 мм ростурпласт,45,,,
-6019139600782082321,ппр кран шаровой valfex optima 20 (60/15)(10145020),51,,,
1459390745346640874,ппр кран шаровой valfex optima 32 (24/6)(10145032),50,,,
-320835079667098075,ппр кран шаровый fdplast 50 (12305),35,,,
1973448040260427375,ппр кран шаровый firat 20 (7783020127),38,,,
-8969154928928192816,пэ кран шаровой компрессионный 20,33,,,
1801447246344542736,пэ кран шаровой компрессионный 50,33,,,
2550998926950991758,"стальной шаровый кран ду100, pn25 кшт 61.112.100.а25",52,,,
-9131853998006158020,"стальной шаровый кран ду125, pn25 кшт 61.112.125.а25",52,,,
-349768798875367346,"стальной шаровый кран ду15, pn40 кшт 61.112.015.а40",51,,,
88344310885989583,"стальной шаровый кран ду150, pn25 кшт 61.112.150.б.25",53,,,
8070549294474708416,"стальной шаровый кран ду200, pn25 кшт 61.112.200.б.25",53,,,
-7594956612097827514,"стальной шаровый кран ду25, pn40 кшт 61.112.025.а40",51,,,
-1017344752266194936,"стальной шаровый кран ду250, pn25 кшт 61.112.250.б.25",53,,,
4995797038062279881,"стальной шаровый кран ду32, pn40 кшт 61.112.032.а40",51,,,
5540776738018173058,"стальной шаровый кран ду40, pn40 кшт 61.112.040.а40",51,,,
4267021926889043594,"стальной шаровый кран ду50, pn25 кшт 61.112.050.а25",51,,,
-1506492129338708699,стальной шаровый кран ду65 pn25 кшт 60.112.065.a.25,51,,,
887603625464181363,"стальной шаровый кран ду80, pn25 кшт 61.112.080.а25",51,,,
-6899459254968701498,"кран шар.1/2""водоразборный trm 850 (ручка) 40641",48,,,
8602218137707537809,кран шаровой ld цельносварной приварной ду. 100 ру.25 ст.20 кшцп 100.025.п/п.02,79,,,
4735520105603387987,кран шаровой ld цельносварной приварной ду. 125 ру.25 ст.20 кшцп 125.025.п/п.02,79,,,
5301221464501719536,кран шаровой ld цельносварной приварной ду. 15 ру.40 ст.20 кшцп 015.040.п/п.02,78,,,
-6320389643754889855,кран шаровой ld цельносварной приварной ду.15 ру.40 ст.20 кшцп 015.040.н/п.02,77,,,
-2291840007007935252,кран шаровой ld цельносварной приварной ду.20 ру.40 ст.20 кшцп 020.040.н/п.02,77,,,
4304149666341653694,кран шаровой ld цельносварной приварной ду.200 ру.25 ст.20 кшцп 200.025.п/п.02,78,,,
3207427230482451295,кран шаровой ld цельносварной приварной ду.25 ру.40 ст.20 кшцп 025.040.п/п.02,77,,,
4969029003564804891,кран шаровой ld цельносварной приварной ду.32 ру.40 ст.20 кшцп 032.040.н/п.02,77,,,
872075947977422819,кран шаровой ld цельносварной приварной ду.32 ру.40 ст.20 кшцп 032.040.п/п.02,77,,,
-3373587924985915861,кран шаровой ld цельносварной приварной ду.40 ру.40 ст.20 кшцп 040.040.п/п.02 l=215мм,85,,,
-8826988397306685097,кран шаровый стальной приварной ду 100 ру25 рычаг,49,,,
-2941929295398152896,кран шаровый стальной приварной ду 125 ру25 рычаг,49,,,
-1966372243635021712,кран шаровый стальной приварной ду 150 ру25 рычаг,49,,,
-3591596973251223474,кран шаровый стальной приварной ду200 ру25 рычаг,48,,,
-5515599034495779819,кран шаровый стальной приварной ду25 ру40 рычаг,47,,,
8797458554275280103,кран шаровый стальной приварной ду40 ру40 рычаг,47,,,
-2016573610755695671,кран шаровый стальной приварной ду50 ру40 рычаг,47,,,
179070187489283179,кран шаровый стальной приварной ду65 ру25 рычаг,47,,,
-6389059225327517037,кран шаровый стальной приварной ду80 ру25 рычаг,47,,,
-1117547938408012828,"шаровой кран ридан полнопроходной bvr-fr, вр- нр, ручка-бабочка, 1 1/4""",71,,,
-4986315065848412180,"шаровой стальной кран с/с ду 32 ру 40, с ручкой, ld кш.ц.п.320.040.02",69,,,
5103623162645932118,"шаровой стальной кран с/с ду 40 ру 40, с ручкой, ld кш.ц.п.040.040.02",69,,,
810396595091950084,"gross шаровой кран фланцевый, dn 40, pn 40, с ручкой, 1=165",59,,,
-2875498449482518844,"gross шаровой кран фланцевый, dn 50, pn 40, с ручкой, 1=180",59,,,
-7191750762039356360,кран шар лат 11 627п1 ду15 ру16 м/м рыч шар ст,46,,,
3527688965452873416,кран шар лат 11 627п1 ду20 ру16 м/м рыч шар ст santechsystems,61,,,
-7983764314683032331,кран шар ст кш.ц.п ду50 ру40 п/привар ld 050.040.н/п.02,55,,,
8465006527800567179,кран шаровой сталь 11с67п ду 15 ру40 п/привар forteca 182.1.015.040,67,,,
6715343729018760621,кран шаровой сталь кш.ц.п ду 25 ру40 п/привар ld кш.ц.п.025.040.н/п.02,70,,,
3487255247348793501,кран шаровой сталь 11с67п ду 100 ру25 п/привар forteca 182.1.100.025,68,,,
-7866960979300278708,кран шаровой сталь 11с67п ду 125 ру25 п/привар forteca 182.1.125.025,68,,,
2468771789308529888,кран шаровой сталь 11с67п ду 150 ру25 п/привар forteca 182.1.150.025,68,,,
350993398541903013,кран шаровой сталь 11с67п ду 200 ру25 п/привар forteca 182.1.200.025,68,,,
5336055588836413711,кран шаровой сталь 11с67п ду 250 ру25 п/привар forteca 182.1.250.025,68,,,
-3715926506215346114,кран шаровой сталь 11с67п ду 65 ру25 п/привар forteca 182.1.065.025,67,,,
-3703263791718035446,кран шаровой сталь 11с67п ду 80 ру25 п/привар forteca 182.1.080.025,67,,,
2932873745440319930,"token пиктограмма ""пожарный кран""",33,,,
-8096761214211144163,кран шаровый латунный temper 88.вн-вн.бабочка. 1. dn25 (1),58,,,
1833383619376343581,пэ кран шаровой компрессионный 50х11/2 вн,41,,,
4357442993821935016,"gross шаровой кран под приварку, dn 15, pn 40, с ручкой,1=200",61,,,
8275365659499896784,"gross шаровой кран под приварку, dn 20, pn 40, с ручкой,1=200",61,,,
8435571104122140155,"gross шаровой кран под приварку, dn 32, pn 40, с ручкой,1=230",61,,,
-6701902836387124147,кран ппр шаровый 50 серый нерж.,31,,,
6722373772860566998,редуктор (переход) чугунный фланцевый dn100х80,46,,,
-5728298455405209274,"сливной шаровой кран 1/2"", pn 10 в сборе icма(италия)",53,,,
-4211143987438874377,"кран шар. лат. 3/4"" ру 16 рычаг, муфта-штуцер арт. 111269171/111200041 (ду20мм)",79,,,
3427362704922039187,"кран шар.водоразб.лат.никел.1/2"" рычаг п/шланг арт. 114114210 (ду 15мм)",71,,,
-2683962412641071292,"кран шаровой водоразборный латунь со штуцером ду 15 ру10 нр/штуц g1/2"" рычаг",76,,,
1528590581659133937,кран шаровой латунь 11 627п1 ду 25 ру 16 вр рычаг,49,,,
7903859715558505410,"кран шаровой рукоятка рычаг 11/2"" вн - вн. icма(италия)",55,,,
6975579809246902082,кран шаровый латунный temper 88.вн-вн.рычаг.114. dn32 (1.1/4) pn25,66,,,
1020412608408786137,кран шаровый латунный temper 88.вн-вн.рычаг.12. dn15 (1/2) pn40,63,,,
166948988973806143,кран шаровый латунный temper 88.вн-вн.рычаг.34. dn20 (3/4) pn40,63,,,
-6138685148256523203,"кш кран шаровый 2"" (рвх рв) pn40 рычаг kalde",44,,,
-54043242973528545,"29420200 кран шаровой temper, ст.20, dn200, pn25, фл., п/п",58,,,
-2867482853307728372,кран шар ст кш.ц.ф ду15 ру40 фл ld 015.040.н/п.02,49,,,
-2615272560360337569,кран шар ст кш.ц.ф ду20 ру40 фл ld 020.040.н/п.02,49,,,
-3217993378190082208,кран шар ст кш.ц.ф ду32 ру40 фл ld 032.040.н/п.02,49,,,
-7603186295018550496,кран шар ст кш.ц.ф ду40 ру40 фл ld 040.040.н/п.02,49,,,
8143060191869422329,кран шар ст кш.ц.ф ду50 ру40 фл ld 050.040.н/п.02,49,,,
6749972343427138543,кран шаровой ld цельносварной фланцевый ду.50 ру.40 ст.20 кшцф 050.040.н/п.02,77,,,
-5801934904594881461,044 europrimer multi водно-дисперсионная грунтовка/10 кг.,57,,,
8485435389661053762,"краска фасадная, водно-дисперсионная, акриловая ceresit ct-42 15л / 22,5 кг (0,4 кг на 2 слоя) 24 шт/пал",104,,,
6596248038888366361,"крест чуг оц ду25 (1"") м/м fittex plus",38,,,
8896369942662462333,кронштейн настенный для радиатора (300 мм) 21/22/33,51,,,
-2946998453620049436,кронштейн настенный для радиатора (500 мм) 21/22/33,51,,,
7837630024342506347,лента демпферная п8х100мм х 30м,31,,,
5396833312903635353,"лента демпферная пенолин нпэ 10мм (0,1мх20м)",44,,,
8937380998391842944,лестница металлическая вл-1.0 (покраска гф021 два слоя)(срок поставки 20 раб дней),82,,,
6118065708254293323,лист 06.0x1500x2500 г/к ст.зпс гост16523-97 гост1050-88. в наличии,66,,,
-42058079180926701,лист 06.0x1500x6000 г/к ст.зпс гост16523-97 гост1050-88 (5 шт),62,,,
-6924297163860015228,лист 10.0x1500x6000 г/к ст.зсп5 гост14637-89 (5 шт),51,,,
4299182892161149734,лист 12.0x1500x2000 г/к ст.зспб гост 14637 (зм2),48,,,
946373092792590316,лист 12.0x1500x6000 г/к ст.зсп5 гост 14637 (4 шт),49,,,
-6908827130899166853,лист 14.0x1500x1000 г/к ст.зспб гост19903-74 гост380-2005. в наличии,68,,,
5646645020413840624,"лист г/к 10х1500х6000 (1шт=715кг,ст3пс/сп)",42,,,
-1179875463961498121,"лист г/к 10х1500х6000 ст 09г2с (1шт=707кг,09г2с-15)",51,,,
-7638764580002252771,"лист г/к 12х1500х6000 ст 09г2с (1шт=851кг,09г2с-15)",51,,,
-3217562194127830353,"лист г/к 14х1500х6000 ст 09г2с (1шт=994кг,09г2с-15)",51,,,
2961372645002415462,"лист г/к 16x1500x6000 (1шт=1137кг,ст3пс/сп)",43,,,
2357305972104781876,"лист г/к 16х1500х6000 (1шт=1137кг,ст3пс/сп)",43,,,
-7123944797567258841,"лист г/к 16х1500х6000 ст 09г2с (1шт=1137кг,09г2с-15)",52,,,
8844077674756546200,"лист г/к 20х1500х6000 ст 09г2с (1шт=1428кг,09г2с-15)",52,,,
-5816829992187707328,"лист г/к 4х1500х6000 (1шт=289кг,ст3пс/сп)",41,,,
-5108551042503531930,"лист г/к 6х1500х6000 (1шт=431кг,ст3пс/сп)",41,,,
9183332544944393130,"лист г/к 6х1500х6000 ст 09г2с (1шт=431кг,09г2с-15)",50,,,
-9192918477136418490,"лист г/к 8х1500х6000 (1шт=571кг,ст3пс/сп)",41,,,
2724130040740941482,"лист г/к 8х1500х6000 ст 09г2с (1шт=566кг,09г2с-15)",50,,,
7884527536618385859,гипсокартон влагостойкий 12.5 мм knauf 2500х1200 мм 3 м²,56,,,
8932189121140563520,"гипсокартон кнауф 1200*3000*12,5 влагостойкий",45,,,
2025220957149572177,лоток теплотрасс л11-8/2,24,,,
625998851328401889,лоток лк 300.120.60-5,21,,,
-6209108169823802293,лоток лк 300.150.90-11,22,,,
3612000141811707239,лоток лк 300.150.90-4,21,,,
3377720331659164000,лоток лк 300.150.90-4 (серия 3.00 6.1-8.1-1),44,,,
6454393200167121695,лоток лк 300.180.90-6,21,,,
3038016088101823894,лоток лк 300.210.120-5,22,,,
2774687535200152056,лоток лк 75.120.60-5,20,,,
9213719475428365497,лоток лк 75.150.90-4,20,,,
-109030727989490676,лоток лк 75.180.90-6,20,,,
-4383511355246557297,"мастика битумная гидроизоляционная технониколь №24 мгтн 20 кг/21,5 л",68,,,
-4481795871462549737,"мастика гидроизоляционная икопал 21,5 л (20 кг)",47,,,
-2770943651349510628,"мастика гидроизоляционная икопал 21,5 л (20кг)",46,,,
-5994526649662875561,мастика гидроизоляционная технониколь №24,41,,,
-7527105432178290135,"мастика гидроизоляционная технониколь №24 (мгтн), ведро 20 кг",61,,,
397858521503769459,мастика гидроизоляционная технониколь №24 мгтн ведро 20 кг,58,,,
-9142708186794114640,технониколь мастика битумная гидроизоляционная №24 (мгтн) (20кг),64,,,
-617914003376896161,"технониколь мастика гидроизоляционная №24 /мгтн/, ведро 20 кг цб769348",70,,,
-6200483454692745786,"мастика битумная кровельная и гидроизоляционный ""смуглянка""",59,,,
7504216568302583872,"ветонит тек 822 серый мастика полимерная для изоляции,24 кг",59,,,
5971890595071975155,"мастика битумная,изоляционная мби 18л",37,,,
-2694251094693528212,мастика герметизирующая технониколь №71 ведро 3 кг,50,,,
2059074108065802134,мастика герметизирующая технониколь №71 картридж 310 мл,55,,,
-7063401943014871883,"мастика герметизирующая технониколь №71, картридж 310 мл",56,,,
-15522084159950862,мастика битумно-каучуковая 10 л,31,,,
-9136999211827419089,мастика битумно-каучуковая 10л. канистра,40,,,
-9058969331193785902,материал базальтовый огнезащитный рулонный мбо-5ф плотность 70кг/м3 20000*1200*5 (арм),86,,,
-7391377536514466378,материал базальтовый огнезащитный рулонный мбо-60ф плотность 70кг/м3 6000*1200*60 (неарм),89,,,
216748206441891415,материал базальтовый огнезащитный рулонный пмбор-5 1ф (20000х1200х5),68,,,
-1653672391860229066,огнезащитный базальтовый материал pro-mbop- 5-1 нф (20000*1200*5мм.),68,,,
1188965880778893176,огнезащитный базальтовый материал pro-mбop- 5-1нф (20000*1200*5мм.),67,,,
3877727899519311300,"противопожарное полотно пп-300 (1,5*2,0)",40,,,
8613391679533851158,"противопожарное полотно пп-300 (1,5х2,0м)",41,,,
-2865756916148474796,"противопожарное полотно пп-600 1,5*2м",37,,,
-8375246059437748421,материал огнезащитный терморасширяющийся огракс-вв (18 кг). срок поставки 3-6 недель,84,,,
-2644990967897199770,"огнезащитное покрытие ""kleber"" 25кг ведро (к)",45,,,
-7384633379040875119,"огнезащитное покрытие ""огнебазальт - 50 ф"" (ei 150) (6000х1200х50)",66,,,
-2093416614507045762,техноэласт эпп нижний слой 10м2,31,,,
-6542316608676495164,техноэласт эпп полиэстер 10м2/рул,33,,,
2231120808982914486,"мкм-топ эпп-4,0 (рулон 1*10 м)м2",32,,,
3694130334658346110,техноэласт эпп (1 рул - 10м2),29,,,
-1053408065824873781,"битумный кровельный герметик ""кровельные покрытия"" черный 280 мл.",65,,,
2477906201837673946,герметик битумный masterteks profimaster для кровли 260 мл черный (россия),74,,,
624327023988860791,техноэласт эпп нижний слой (10м2) 200м2 в поддоне (20 рул.),59,,,
-861466549753336002,"техноэласт эпп нижний слой 5,0 кг/м2 10м2",41,,,
-7086155587767799656,"new profimast мастика гидроизоляционная битумная (21,5л/18 кг металл.ведро)",75,,,
4220805568751899567,"пленка полиэтиленовая гидроизоляционная тип-200 черная,6х25м (150м2) armat",74,,,
-174585219739605442,ламельные маты кашированные неармированной фольгой ламелла мат 50мм (5000х1000х50),82,,,
-3391918534049283489,профилированная мембрана plastguard 500 г/м2,44,,,
-4302821110056610682,стержень сталь 20мм,19,,,
7449418148584310426,кабельный наконечник arc 150 (упак.-10 шт.) (erko),50,,,
-323239231410947716,муфта кабельная концевая 4пктп(б)-1-16/25-б с наконечниками квт,63,,,
-6074299821158998225,муфта кабельная концевая с наконечниками квт 4пктп-1-150/240,60,,,
1554879235076357967,муфта полиэтилен 20мм (ре-ре),29,,,
-1922914039518681958,муфта полиэтилен 32мм (ре-ре),29,,,
-7856637420759806798,муфта полиэтилен 50мм (ре-ре),29,,,
1194365085020954797,муфта кабельная концевая 4квнтп-1-150/240-б квт 57893,53,,,
941818271955777044,муфта кабельная концевая 4квнтп-1-25/50-б квт 57889,51,,,
-1320121850657352180,муфта кабельная концевая 4квнтп-1-70-120-б квт 57891,52,,,
-5731569342087052816,"муфта кабельная концевая внутр, и наружи, установки 1 кв 4пквнтпб-в- 10/25 с наконечн. подольск 4pkvntpbvx010x25",112,,,
8961825106214935669,муфта кабельная концевая внутр. и наружн. установки 1кв4пквнтпб-в-10/25 с наконечн. подольск 4pkvntpbvx010x25,109,,,
1204958295872433929,муфта кабельная концевая универе. 1кв 5пквнтпб-в-10/25 с наконечн. подольск 5pkvntpbvx010x25,92,,,
-1982063927778504657,муфта кабельная концевая универс. 1 кв 1 пкв(н)тпбн-4х(70-120) с болтовыми наконечниками нева-транс комплект 22020147,117,,,
267633825981496696,муфта кабельная концевая универс. 1кв 1пкв(н)тпбн-4х(70-120) с болтовыми наконечниками нева-транс комплект 22020147,115,,,
3058099016236958609,муфта кабельная соединительная 1 кв 1 пст(б)-(тк)-4х(70-120) с болтовыми соединителями нева-транс комплект 22010045,115,,,
-3494674343524785661,4пквнтпб-в-10/25 муфта концевая,31,,,
2672457842115790127,концевая муфта внутренней установки зпквтп-10-120-в,51,,,
-6995036602383334375,концевая муфта наружной и внутренней установки 4квнтпб-в-70/120,63,,,
3258553595715572410,муфта кабельная концевая 3квтп-10-70/120-б квт 50116,52,,,
-1676040869771564042,муфта кабельная концевая 400в 4пктп(б) мини 2.5/10 квт 74674,60,,,
-1886956631603295680,муфта кабельная концевая 400в зпктп мини 2.5/10 квт 68061,57,,,
